id;text;created_at;campaign_id;user_id;parent_id;likes_count
44 501;Пусть Аллах даст крепкого здоровья 🙏❤️;28 Март, 2024, 04:37;6 745;a41f21ac-c4d5-6f76-5b80-fd45390b4ed6;;3
44 502;Пусть будет от Аллаха и ради Аллаха ♥️;28 Март, 2024, 04:54;7 056;11ecaa52-a5b9-bb28-bd47-09123565d7c2;;17
44 503;@Кенгуру Шоумейера очень даже отлеляют и убивают их;28 Март, 2024, 04:55;7 151;d5b17a1d-ffd3-9b2f-f86f-65c2ae0e1202;44 495;0
44 504;Нет силы и могущества ни у кого, кроме как у Аллаhа!;28 Март, 2024, 05:02;7 087;b2e6af27-7468-0a89-9d9e-4db330642e08;;7
44 505;пусть Всевышний поможет;28 Март, 2024, 05:06;6 964;cec95522-fd0b-099b-d4ca-67f2ff9d6646;;4
44 506;@Зелёная черепаха 💚;28 Март, 2024, 05:38;7 211;462443d2-b841-573d-27b4-f464f71541af;44 452;0
44 507;@Горный волк Благодарим Вас за поддержку ♥️;28 Март, 2024, 06:42;6 745;f9a77bce-7427-442c-9db1-f2bc1960ba1b;44 501;0
44 508;Пусть все дети этого мира буду здоровы. Аминь  🙏;28 Март, 2024, 06:56;7 070;95d75a2b-c870-baba-4f45-b2e625fc6584;;1
44 509;Дай Аллах тебе выздоровления🙏;28 Март, 2024, 08:52;7 087;7eab5854-2a45-01b1-13ba-853980db5193;;0
44 510;Пусть Всевышний поможет;28 Март, 2024, 09:21;6 787;a04590a2-5a5a-fdc3-19db-7df6fb8f6f0c;;1
44 511;@Зелёная черепаха спасибо ❤️;28 Март, 2024, 09:51;6 787;b67cfc79-4119-0c87-9411-50fe0277f32c;44 510;0
44 512;@Кольчатая нерпа, от всей души благодарим вас за помощь и горячее участие в судьбах наших подопечных детей! Родители малышей неустанно передают нам слова благодарности в ваш адрес и адрес всех туберов! Это очень ценно❤️;28 Март, 2024, 10:11;6 893;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 466;0
44 513;@Африканский Лев ❤️;28 Март, 2024, 10:12;6 883;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 479;0
44 514;@S благодарим за поддержку!;28 Март, 2024, 10:13;6 897;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 472;0
44 516;Родители Бибинур и фонд - мы от всей души благодарим вас за помощь. Спасибо за ваши добрые сердца!;28 Март, 2024, 10:17;6 970;0c7a1092-132a-f67d-0a9f-230d92d1895c;;0
44 517;@Гренландский кит спасибо за поддержку!;28 Март, 2024, 10:17;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 463;0
44 518;@Зелёная черепаха, благодаря общим усилиям Мухаммед получит лечение. Спасибо!🙏;28 Март, 2024, 10:18;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 454;0
44 519;@001 да будет так!;28 Март, 2024, 10:18;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 451;0
44 520;@Ислам Аминь 🙏;28 Март, 2024, 10:18;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 444;0
44 521;@ego.ist 🙏;28 Март, 2024, 10:18;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 436;0
44 522;@Исполинский крот мы верим, что малыш поправится, благодаря помощи туберов он получит нужное лечение. Благодарим вас!;28 Март, 2024, 10:19;7 121;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 432;0
44 523;@Ussurian tiger спасибо за помощь!❤️ благодаря собранным средствам Эдгард получит лечение и шанс справиться с болезнью!;28 Март, 2024, 10:22;6 901;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 461;1
44 524;"@БФ ""Провидение"" Элшод";28 Март, 2024, 10:22;6 901;0c7a1092-132a-f67d-0a9f-230d92d1895c;44 461;1
44 525;Дорогие туберы, благодарим вас за помощь! Азизе предстоит серьезное лечение - оно улучшит здоровье малышки!🙏;28 Март, 2024, 10:28;6 892;0c7a1092-132a-f67d-0a9f-230d92d1895c;;0
44 526;@Сабрина Гусейнова верим! Спасибо за поддержку!;28 Март, 2024, 10:29;6 528;0c7a1092-132a-f67d-0a9f-230d92d1895c;42 311;1
44 527;@Медновский песец 🙏;28 Март, 2024, 10:29;6 528;0c7a1092-132a-f67d-0a9f-230d92d1895c;42 294;0
44 528;Пусть Аллаҳ даст   полное  Исцеления амин;28 Март, 2024, 10:38;7 051;8d08f967-c838-4400-1e3c-fe8dbdb7f9b0;;0
44 529;Огромное всем спасибо ❤️дай Бог всем здоровья ❤️;28 Март, 2024, 10:48;6 787;b67cfc79-4119-0c87-9411-50fe0277f32c;;0
44 530;Не получается пожертвовать;28 Март, 2024, 10:55;7 225;e896647c-43b6-5af4-d6ed-1929cdf891f5;;0
44 531;👍🏾;28 Март, 2024, 11:18;7 080;7cbdf9be-aa99-4509-db17-e17dea278375;;1
44 532;Попробуйте ещё раз,  вроде получается;28 Март, 2024, 11:30;7 225;05e81a17-fceb-767c-2371-f923a247bb31;;0
44 533;Каждый день отправляю, на разные ссылки, и Аль-ха́мду ли-Ллях все проходит, все оплачивается🤲;28 Март, 2024, 11:40;7 080;8306ab80-c2c1-f29b-bebc-28b285241cf0;;3
44 534;О Аллах, пусть будет больше таких больниц и людей, готовых помочь другим братьям и сёстрам в тяжёлой ситуации🙏О Аллах, помоги собрать нужную сумму для оплаты врачу и медсестре🙏;28 Март, 2024, 11:55;7 128;257749cd-ec2c-f62f-b602-9b2ffaeb3cfa;;9
44 535;Андрей, ты молодец, не сдавайся, Аллах с тобой🙏;28 Март, 2024, 11:57;7 128;257749cd-ec2c-f62f-b602-9b2ffaeb3cfa;;8
44 536;Принцессочка❤🥰;28 Март, 2024, 12:23;7 041;8576b497-943b-95cf-b3bd-2e4dd07fe913;;2
44 537;💔;28 Март, 2024, 12:23;7 198;1269d0dd-4100-3ede-dddf-ead93ebc153b;;2
44 538;Айзе очень нужна наша помощь, чтобы двигаться и жить активно. Сумма большая, и закрыть ее мы можем только с вами.Спасибо за поддержку!;28 Март, 2024, 12:43;6 507;f6b1b370-515d-c4e5-e0b8-782319e0ec4f;;3
44 539;❤️;28 Март, 2024, 13:32;7 225;62ad9004-66d8-01b4-d463-74e38fe7bda6;;0
44 542;Дала моаршал лолд!;28 Март, 2024, 16:06;7 132;10156f0a-c836-ebb5-2978-a1ce542049e4;;0
44 543;@Белый Тигр Амин 🤲🏻;28 Март, 2024, 16:24;6 964;908dd17e-6d11-5ec9-4759-f9e9d61ebcb5;44 505;0
44 544;Есть очень хорошие результаты по этому диагнозу, могу дать контакты;28 Март, 2024, 16:35;6 993;976cd841-e557-dd4f-7837-75fd23beff8f;;1
44 545;От всего сердца спасибо за помощь!❤️ Благодарим за закрытые сбора!;28 Март, 2024, 16:59;6 860;dbc4f4ed-b9ba-5c02-9a92-9dd00d8ade0d;;1
44 546;Большое спасибо за поддержку фонда! Только благодаря вам мы можем продолжать помогать❤️;28 Март, 2024, 17:00;6 858;dbc4f4ed-b9ba-5c02-9a92-9dd00d8ade0d;;1
44 547;@Попугай ара добрый день! Спасибо! Вы можете написать нам на почту fond@doroga-zhizni.org;28 Март, 2024, 17:01;6 993;8758d190-03ea-1b46-f617-79863d12afea;44 544;0
44 548;Благодарим каждого за вклад в медицинскую помощь для одиноких пожилых людей. Так пожилые люди могут оставаться в родных стенах и достойно встречать старость. Спасибо ❤️;28 Март, 2024, 17:02;6 856;dbc4f4ed-b9ba-5c02-9a92-9dd00d8ade0d;;0
44 549;Большое спасибо за поддержку одиноких пожилых людей. Это очень важная помощь !❤️;28 Март, 2024, 17:03;6 797;dbc4f4ed-b9ba-5c02-9a92-9dd00d8ade0d;;0
